"URls","Size","# of Outlinks","Content-Type"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/01/jon-stewart-mocks-trump-slams-his-first-days-in-the-white-house-this-nation-is-in-crisis/?utm_term=.7708b06c8564","157634","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/05/14/trump-says-he-may-end-press-briefings-heres-a-breakdown-of-the-most-memorable-moments/","48481","48","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/16/stephen-colbert-channels-keyser-soze-to-blast-trumps-russia-ties/?utm_term=.872e440ade34","163804","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/grade-point/wp/2017/05/06/trump-questions-whether-key-funding-source-for-historically-black-colleges-is-constitutional/?utm_term=.6ef85a593c95","179821","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/new-executive-order-bans-travelers-from-six-muslim-majority-countries-applying-for-visas/2017/03/06/3012a42a-0277-11e7-ad5b-d22680e18d10_story.html?utm_term=.01acff31af18","167839","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/04/26/kellyanne-conway-and-the-white-houses-bogus-100-day-alternative-facts/?utm_term=.5e9093acb1f0","215816","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/politics/wp/2017/09/30/trumps-apathy-about-puerto-rico-is-reflected-in-where-hes-spending-his-weekend/?tid=pm_politics_pop","166585","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/01/21/sean-spicer-held-a-press-conference-he-didnt-take-questions-or-tell-the-whole-truth/?utm_term=.1ad7fea2bcab","162246","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/05/14/trump-says-he-may-end-press-briefings-heres-a-breakdown-of-the-most-memorable-moments/","172016","65","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/03/10/sean-spicer-wore-an-upside-down-flag-pin-the-internet-lost-its-mind/?utm_term=.32af5eab0733","165522","54","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/05/melissa-mccarthy-was-the-perfect-choice-to-play-white-houses-sean-spicer-on-snl/?tid=pm_pop&utm_term=.000da11ed568","157928","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/01/21/sean-spicer-held-a-press-conference-he-didnt-take-questions-or-tell-the-whole-truth/?utm_term=.aa3c8b8c98bc","162246","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2015/12/18/donald-trump-glad-to-be-endorsed-by-russias-top-journalist-murderer/?tid=a_inl&utm_term=.3f671a07014c","162397","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/the-past-week-showed-how-much-trump-is-struggling-to-be-the-president-he-promised/2017/09/30/3da5217e-a5cb-11e7-b14f-f41773cd5a14_story.html?tid=pm_politics_pop","168031","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/senate-democrats-reject-push-for-outside-probe-of-trump-russia-links/2017/02/15/5dee838c-f390-11e6-a9b0-ecee7ce475fc_story.html?utm_term=.78792d7dae82","164217","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/11/stephen-colbert-taunts-trump-with-a-picture-of-a-little-girl-posing-as-the-president/?utm_term=.0d5261dd0566","159905","47","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/16/stephen-colbert-channels-keyser-soze-to-blast-trumps-russia-ties/","163804","48","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/14/stephen-colberts-anti-trump-experiment-is-starting-to-work/?utm_term=.5be69e618ad2","162664","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/flynn-departure-erupts-into-a-full-blown-crisis-for-the-trump-white-house/2017/02/14/c1f3cb90-f2db-11e6-8d72-263470bf0401_story.html?utm_term=.6636b2204765","221552","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/16/stephen-colbert-channels-keyser-soze-to-blast-trumps-russia-ties/","46347","49","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/21/colbert-apologizes-to-isis-recently-unseated-by-trump-as-the-enemy-of-the-american-people/?tid=a_inl-amp","158311","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/21/colbert-apologizes-to-isis-recently-unseated-by-trump-as-the-enemy-of-the-american-people/","158311","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/inside-the-islamic-states-propaganda-machine/2015/11/20/051e997a-8ce6-11e5-acff-673ae92ddd2b_story.html?utm_term=.a4f58dd03770","197723","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/21/colbert-apologizes-to-isis-recently-unseated-by-trump-as-the-enemy-of-the-american-people/","45473","47","text/html; charset=utf-8"
"https://www.washingtonpost.com/politics/trump-in-cia-visit-attacks-media-for-coverage-of-his-inaugural-crowds/2017/01/21/f4574dca-e019-11e6-ad42-f3375f271c9c_story.html?utm_term=.406dbfc7505b","222953","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/politics/wp/2017/02/06/president-trump-is-now-speculating-that-the-media-is-covering-up-terrorist-attacks/?tid=a_inl&utm_term=.153dd1a5e729","216525","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/19/watergate-reporter-carl-bernstein-trumps-attacks-on-the-press-are-more-dangerous-than-nixons/?utm_term=.9f7d324fbaa1","163713","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/16/stephen-colbert-channels-keyser-soze-to-blast-trumps-russia-ties/?utm_term=.46b2af9d759f","163804","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/morning-mix/wp/2015/06/30/islamic-state-beheads-civilian-women-for-first-time-for-sorcery/?utm_term=.b1e3c8bce7b9","154962","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/morning-mix/wp/2017/02/09/spicer-claims-he-clearly-meant-orlando-after-citing-mystery-atlanta-terror-attack-three-times/?utm_term=.c2ecaa5340dc","214671","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/21/never-fjorget-colbert-mocks-trumps-sweden-flub-honors-all-the-people-who-did-not-suffer/","46220","46","text/html; charset=utf-8"
"https://www.washingtonpost.com/opinions/global-opinions/its-the-end-of-the-west-as-we-know-it/2016/11/15/9e3ce89a-ab54-11e6-977a-1030f822fc35_story.html?utm_term=.e5021a833dc3","202644","45","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/morning-mix/wp/2017/02/03/kellyanne-conway-cites-bowling-green-massacre-that-never-happened-to-defend-travel-ban/?utm_term=.227d7d253040","185879","74","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/worldviews/wp/2017/02/19/sweden-has-no-idea-what-trump-meant-when-he-said-you-look-at-whats-happening-in-sweden/?utm_term=.1b812cb86863","159217","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/worldviews/wp/2017/02/21/riots-erupt-in-swedens-capital-just-days-after-trump-comments/?utm_term=.fbebc077c9a9","206514","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/21/never-fjorget-colbert-mocks-trumps-sweden-flub-honors-all-the-people-who-did-not-suffer/","158621","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2016/11/04/donald-trump-has-a-bit-of-a-complex-about-dodging-vietnam/?utm_term=.d484fe94ade5","162907","45","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/in-their-courtrooms-theyre-protected-by-people-like-me-dhs-secretary-weighs-in-on-legal-dispute-over-trump-ban/2017/02/07/5e37fc4e-ed4e-11e6-9662-6eedf1627882_story.html?hpid=hp_rhp-top-table-main_trumphearing-1230pm%3Ahomepage%2Fstory&utm_term=.cdacdb15b57e","166537","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/08/kellyanne-conway-vs-jake-tapper-annotated/?hpid=hp_rhp-top-table-main_conway-750a%3Ahomepage%2Fstory&utm_term=.c72fac93b282","186509","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/world/national-security/questions-linger-about-trumps-draft-deferments-during-vietnam-war/2015/07/21/257677bc-2fdd-11e5-8353-1215475949f4_story.html?utm_term=.c7131a2adeed","157183","27","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/08/the-white-house-wanted-coverage-of-trumps-other-executive-orders-seth-meyers-obliged/","160168","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/trump-freezes-hiring-of-federal-workers/2017/01/23/f14d8180-e190-11e6-ba11-63c4b4fb5a63_story.html?hpid=hp_hp-top-table-main_freeze-pp-1213pm%3Ahomepage%2Fstory&utm_term=.53e3b19d97bd","212233","35","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/arts-and-entertainment/wp/2017/02/08/the-white-house-wanted-coverage-of-trumps-other-executive-orders-seth-meyers-obliged/","48070","46","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2016/12/18/how-saturday-night-live-capitalized-on-an-unprecedented-political-moment/?tid=a_inl&utm_term=.24f5fd5403fb","162224","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/02/07/melissa-mccarthy-on-snl-shows-the-power-comedians-have-under-a-trump-presidency/?utm_term=.98bf9f2ad6a6","206164","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/apps/g/page/politics/executive-order-on-federal-hiring-freeze/2157/?tid=a_inl","22090","41","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/02/08/john-oliver-doesnt-think-hell-get-deported-but-says-trump-could-toss-him-like-a-tea-bag/?utm_term=.31fa602dc42a","164989","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/graphics/politics/2016-election/trump-charity-donations/","286071","79","text/html"
"https://www.washingtonpost.com/news/powerpost/wp/2017/01/23/trump-freezes-federal-hiring/?utm_term=.ebe1a55dd36c","156357","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/make-ahead-bahn-mi-breakfast-sandwiches/16081/","99624","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/stir-fried-shrimp-and-scallions/16071/","100498","53","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/quick-stir-fry-sauce/15473/","96968","51","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2016/08/10/Food/Images/TWPStudioAugust102016Capture0008-31470847508.jpg","99981","0","image/jpeg"
"https://www.washingtonpost.com/recipes/sheet-pan-chicken-fajitas/15471/","98282","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/blender-broccoli-cheese-soup/15467/","97637","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/basic-coconut-curry-sauce/15472/","99357","52","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/fig-brandy-and-brandied-figs/16094/","95853","48","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/vegan-shaved-parm/16072/","98379","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/search/?column=Everyday%20Dorie","70470","275","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2015/10/15/Food/Images/TWPStudioOctober152015_DSC14821444946594.jpg","136215","0","image/jpeg"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2017/09/15/Food/Images/Copy%20of%20BrisketWithLeekPomegranate-1113.jpg","299363","0","image/jpeg"
"https://www.washingtonpost.com/lifestyle/food/the-no-hassle-just-right-meal-for-a-midweek-jewish-new-year-celebration-or-any-busy-family/2017/09/15/ff0cfe36-98d3-11e7-b569-3360011663b4_story.html?utm_term=.ececa71c3756","163290","33","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/honey-roasted-rosh-hashanah-medley/16061/","103543","55","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2016/08/10/Food/Images/TWPStudioAugust102016Capture0001-61470847506.jpg","105416","0","image/jpeg"
"https://www.washingtonpost.com/recipes/cashew-cream/15478/","98033","55","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2016/08/10/Food/Images/TWPStudioAugust102016Capture0009-41470847509.jpg","78307","0","image/jpeg"
"https://www.washingtonpost.com/recipes/blender-marinara-sauce/15476/","97870","52","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2017/09/13/Food/Images/ChickenVegetableSalad-1086.jpg","183691","0","image/jpeg"
"https://www.washingtonpost.com/lifestyle/food/we-couldnt-stop-eating-this-chicken-salad/2017/09/13/cbccd294-9810-11e7-b569-3360011663b4_story.html?utm_term=.ebb1036a5302","159018","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/search/?column=Nourish","70206","275","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/cornell-chicken/16077/","99362","50","text/html;charset=UTF-8"
"https://www.washingtonpost.com/lifestyle/food/improve-your-simple-bowl-of-pasta-with-garlicky-lemony-bread-crumbs/2017/09/18/d60394a0-9987-11e7-82e4-f1076f6d6152_story.html?utm_term=.221ae27a7eed","160208","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/rf/image_982w/2010-2019/WashingtonPost/2017/09/13/Food/Images/BreadCrumbSpaghetti-0978.jpg","187974","0","image/jpeg"
"https://www.washingtonpost.com/recipes/search/?column=Weeknight%20Vegetarian","70179","275","text/html;charset=UTF-8"
"https://www.washingtonpost.com/recipes/almond-feta/16073/","100602","49","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/paloma/the-energy-202/2017/09/29/the-energy-202-zinke-suggests-solar-power-may-not-best-use-of-public-land/59cd6a0d30fb0468cea81c8a/","199883","87","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/the-finance-202/","130843","74","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/miracles-really-do-happen-rep-steve-scalise-returns-to-congress-15-weeks-after-he-was-shot/2017/09/28/06c414ee-a481-11e7-b14f-f41773cd5a14_story.html","166796","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/the-energy-202/","125285","73","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/players/","114112","75","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/paloma/the-health-202/2017/09/29/the-health-202-here-s-how-tom-price-could-be-spending-his-time/59cd453030fb0468cea81c61/","203795","87","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/mitch-mcconnell-had-a-tough-week-more-struggles--tax-cuts-midterms--are-coming/2017/09/28/c4bc6ab4-a44f-11e7-8cfe-d5b912fabc99_story.html","167808","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/09/29/daily-202-putting-tom-price-s-charter-flights-in-perspective/59cd5e8f30fb0468cea81c73/","245711","166","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/taxes/","113666","78","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/defense/","112979","75","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/lobbying/","112302","74","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/the-daily-202/","124366","73","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/senate-confirms-jon-huntsman-as-russia-ambassador/2017/09/28/5bc2a6a4-a495-11e7-ade1-76d061d56efa_story.html","156486","29","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/white-house/","113758","78","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/dino-grandoni/","74024","60","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/sean-sullivan/","73507","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/paloma/the-finance-202/2017/09/29/the-finance-202-the-lobbying-war-on-tax-overhaul-has-commenced/59cdb3e530fb0468cea81c98/","202846","87","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/congress/","113565","77","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/budget/","114168","77","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/","133517","82","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/politics/","114271","81","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/agencies/","114287","77","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/29/four-reasons-why-democrats-arent-facing-rebellions-in-primaries/","160522","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/tory-newmyer/","72673","58","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/29/planned-healthcare-gov-outages-this-fall-are-comparable-to-2016-hhs-says/","157459","27","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/28/tom-price-apologizes-for-private-charter-flights/","163914","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/category/technology/","114172","76","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/energy-environment/wp/2017/09/26/zinke-says-a-third-of-interiors-staff-is-disloyal-to-trump-and-promises-huge-changes/","47257","44","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/energy-environment/wp/2016/12/13/trump-taps-former-texas-gov-rick-perry-to-head-energy-department-he-once-vowed-to-abolish/?utm_term=.2be59802e4f3","136346","44","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/12/interiors-unusual-transfer-of-senior-executives-spurs-official-probe/?utm_term=.f922a8b6d8da","163041","37","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/energy-environment/wp/2017/09/26/zinke-says-a-third-of-interiors-staff-is-disloyal-to-trump-and-promises-huge-changes/","99806","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/powerpost/interior-chief-wants-to-shed-4000-employees-in-department-shake-up/2017/06/21/791cadd0-56a7-11e7-a204-ad706461fa4f_story.html?utm_term=.2e5e5d2be174","159198","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/energy-environment/wp/2017/07/24/senate-democrats-demand-ig-probe-of-interiors-reassigning-top-career-officials/?tid=a_inl&utm_term=.a9d249283bdb","95590","30","text/html;charset=UTF-8"
"https://www.washingtonpost.com/politics/zinke-moving-dozens-of-senior-interior-officials-in-shake-up/2017/06/16/11801d3a-5295-11e7-b064-828ba60fbb98_story.html?utm_term=.79ca7a1ec99d","168977","40","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/darryl-fears/","73395","59","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/energy-environment/wp/2017/06/20/zinke-defends-trumps-sharp-cuts-at-interior-this-is-what-a-balanced-budget-looks-like/?utm_term=.01e480290ae6","99007","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/22/trump-could-learn-from-federal-employee-service-to-america-medal-winners/","162543","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/09/22/trump-could-learn-from-federal-employee-service-to-america-medal-winners/","46187","40","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/04/17/despite-rhetoric-trump-plan-focuses-more-on-staff-cuts-than-good-government/?utm_term=.0bc0991fafee","159724","36","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2016/09/20/and-the-oscars-for-federal-employees-go-to/?utm_term=.91b1f52bca20","164326","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/powerpost/wp/2017/05/08/the-sammies-therapy-for-feds-during-tough-times-under-trump/","47071","41","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/powerpost/wp/2016/05/04/honored-feds-we-save-peoples-lives/","156906","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/powerpost/wp/2017/05/08/the-sammies-therapy-for-feds-during-tough-times-under-trump/","159077","32","text/html;charset=UTF-8"
"https://www.washingtonpost.com/people/thomas-gibbons-neff/","73134","61","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/checkpoint/wp/2017/08/28/this-is-the-u-s-militarys-response-to-hurricane-harvey/","156158","31","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/checkpoint/wp/2017/08/28/this-is-the-u-s-militarys-response-to-hurricane-harvey/","46062","42","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/checkpoint/wp/2017/09/26/clinton-pressured-trump-to-deploy-hospital-ship-comfort-to-puerto-rico-now-its-on-the-way/","160040","34","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/checkpoint/wp/2017/09/11/white-house-says-its-military-response-to-irma-is-unprecedented-but-theres-actually-a-history-of-similar-operations/?utm_term=.e111f7a406a6","158202","43","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/news/checkpoint/wp/2017/09/26/clinton-pressured-trump-to-deploy-hospital-ship-comfort-to-puerto-rico-now-its-on-the-way/","48887","38","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/checkpoint/wp/2017/09/05/as-hurricane-irma-bears-down-the-coast-guard-makes-sense-of-its-grueling-response-to-harvey/?tid=a_inl&utm_term=.b95d8a0b3f5b","156267","28","text/html;charset=UTF-8"
"https://www.washingtonpost.com/local/obituaries/norman-dyhrenfurth-mountaineer-who-led-first-us-ascent-of-everest-dies-at-99/2017/09/27/f1a47722-a38e-11e7-ade1-76d061d56efa_story.html?utm_term=.4a7a45b375b1","236969","39","text/html;charset=UTF-8"
"https://www.washingtonpost.com/amphtml/local/obituaries/hugh-hefner-founder-of-playboy-magazine-dies-at-91/2017/09/27/0560ae1a-a3fe-11e7-ade1-76d061d56efa_story.html","77478","41","text/html; charset=utf-8"
"https://www.washingtonpost.com/news/retropolis/wp/2017/09/28/how-hugh-hefner-became-hef-from-sexually-repressed-childhood-to-playboy/?utm_term=.3128db54dac1","160772","38","text/html;charset=UTF-8"
"https://www.washingtonpost.com/local/obituaries/anne-jeffreys-vivacious-ghostess-with-the-mostest-on-tvs-topper-dies-at-94/2017/09/28/ccd9bcf8-a46b-11e7-ade1-76d061d56efa_story.html?utm_term=.f411d216c468","236925","46","text/html;charset=UTF-8"
"https://www.washingtonpost.com/local/obituaries/zuzana-ruzickova-holocaust-survivor-who-rediscovered-lifes-beauty-in-bach-dies-at-90/2017/09/28/91147490-a459-11e7-ade1-76d061d56efa_story.html?utm_term=.45bf34ce0c5a","236145","42","text/html;charset=UTF-8"
"https://www.washingtonpost.com/news/the-fix/wp/2017/09/27/all-about-the-jones-act-an-obscure-shipping-law-thats-stalling-puerto-ricos-recovery/?tid=a_inl-amp","198913","41","text/html;charset=UTF-8"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/cohen-v-trump-sexton--trump-depos.pdf","2291739","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/stipulation-castle-fred-trump.pdf","71153","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/makaeff-v-trump-univ-exh-trump-univ-biz-plan.pdf","3127932","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/complaint-2nd-amended-tampa-case.pdf","2872090","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/ny-trump-univ-lawsuit-exhibits-to-snell-affirmation-vol-2-of-9.pdf","2395809","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/casino-control-commission-new-jersey-casino-facility-statistics-1978-2004.pdf","1610261","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/seven-springs-llc-v-nature-conservancy-2006-supporting-pleadings.pdf","11931759","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/trump-doc-r-in-re-resorts-intern-shareholders-litigation-appeals-(1)-copy.pdf","136325","20","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/chris-lyman-pr-press-release.pdf","2090404","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/trump-plaza-all-claims.pdf","12087183","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/1942-mary-anne-trump-naturalization.pdf","1349290","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/trump-financial-stability-hearing--vol-vi-6-26-1991.pdf","1790116","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/george-ross-march-24-2011.pdf","470455","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/goldweber-affidavit.pdf","511401","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/baja-complaint.pdf","5873927","17","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/patricia-sibilia.pdf","92269","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/trilogy-partners-florida-2011-trump-depo.pdf","4908622","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/cohen-v-trump-exhibit-f-through-u-to-forge-declaration.pdf","8651706","2","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/newland-intl-bankruptcy-case-13-11396-modified-prepackaged-plan-of-reorganization.pdf","593499","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/john-miller-interview.pdf","86891","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/111006-press-release.pdf","73311","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/4-15-alm-trial-transcript.pdf","583330","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/cohen-v-trump-exhibit-e-part-2-to-forge-declaration.pdf","8617305","1","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/reid-naturalization-2.pdf","997753","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/makaeff-v-trump-univ-trump-full-depo.pdf","3606954","35","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/katherine-reid-sister-of-mary-macleon-trump-aunt-1940-united-states-federal-census-ancestry.pdf","79260","9","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/depo-transcript-donald-trump-jr-2-8-11.pdf","8750897","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/miss-universe-v-sheena-monnin-opinion.pdf","151631","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/makaeff-v-trump-univ-media-intervenors’-consolidated-reply.pdf","232534","0","application/pdf"
"https://www.washingtonpost.com/wp-stat/graphics/politics/trump-archive/docs/bush-41-library-file-trump-2.pdf","1703268","0","application/pdf"
